필지고유번호(PNU),주소,도로명 주소
4.21301E+18,단계동 1221,서원대로 35
4.21301E+18,단구동 1597-4,서원대로 480
4.21304E+18,신림면 황둔리 1726-6,신림황둔로 564-3
4.21304E+18,신림면 황둔리 1594-3,신림황둔로 645-13
4.21304E+18,신림면 성남리 87,신림황둔로 281-44
4.21303E+18,지정면 월송리 992,월송석화로 570
4.21303E+18,지정면 월송리 739-3,월송석화로 290
4.21303E+18,소초면 장양리 1254-13,가현로 354
4.21303E+18,문막읍 건등리 1707-15,건등로 24-15
4.21304E+18,부론면 노림리 1297,견훤로 689-38
4.21304E+18,부론면 노림리 1297,견훤로 689-38
4.21304E+18,부론면 노림리 548,견훤로 739
4.21303E+18,문막읍 후용리 1534-1,견훤로 941-102
4.21303E+18,문막읍 후용리 1007,견훤로 1079-27
4.21303E+18,문막읍 후용리 606-10,견훤로 914-5
4.21303E+18,소초면 학곡리 158-2,구룡사로 108-26
4.21304E+18,귀래면 귀래리 630-7,귀문로 402
4.21303E+18,문막읍 비두리 1727,귀문로 771-5
4.21301E+18,일산동 274-4,남산로 115
4.21304E+18,흥업면 흥업리 570-3,남원로 20-16
4.21301E+18,단구동 724-18,단구로 339-1
4.21304E+18,흥업면 대안리 2206-3,대안로 386
4.21301E+18,행구동 1775-3,동부순환로 338-6
4.21303E+18,문막읍 동화리 1039-29,동화공단로 174-13
4.21301E+18,무실동 1761-1,로아노크로 96-1
4.21301E+18,무실동 412,만대로 16-6
4.21303E+18,호저면 매호리 782,매호로 143
4.21303E+18,호저면 매호리 782,매호로 143
4.21304E+18,부론면 정산리 2061-16,부론로 247
4.21304E+18,부론면 정산리 2060-9,부론로 261-9
4.21304E+18,부론면 정산리 1599-2,부론로 544
4.21304E+18,부론면 법천리 1158-11,부론로 198-5
4.21304E+18,흥업면 사제리 1184-4,사제로 401-20
4.21304E+18,흥업면 사제리 954-6,사제로 299-17
4.21303E+18,소초면 평장리 1071,섬배로 245-1
4.21303E+18,지정면 신평리 724-5,신무로 312
4.21303E+18,지정면 신평리 724-5,신무로 312
4.21303E+18,문막읍 동화리 1091-1,왕건로 161
4.21301E+18,우산동 390-5,우산로 177
4.21301E+18,우산동 390-3,우산로 177
4.21303E+18,소초면 흥양리 87,운곡로 310
4.21303E+18,소초면 흥양리 87,운곡로 310
4.21301E+18,행구동 426,운곡로 220
4.21303E+18,문막읍 대둔리 108,원문로 2726
4.21303E+18,문막읍 대둔리 108,원문로 2726
4.21303E+18,문막읍 대둔리 83,원문로 2716-41
4.21303E+18,문막읍 반계리 790-4,원문로 2561-2
4.21303E+18,문막읍 반계리 790-4,원문로 2561-2
4.21303E+18,문막읍 반계리 101,원문로 2146
4.21303E+18,지정면 안창리 822,원양2로 315
4.21304E+18,부론면 정산리 238-1,정산로 232-18
4.21303E+18,지정면 가곡리 1476,조엄로 393
4.21303E+18,지정면 가곡리 1470-1,조엄로 397
4.21303E+18,지정면 가곡리 1470-1,조엄로 397
4.21303E+18,지정면 가곡리 1283-3,조엄로 347
4.21303E+18,지정면 가곡리 142-4,지래울로 110-27
4.21303E+18,지정면 판대리 157-31,지정로 1025-18
4.21303E+18,문막읍 취병리 794-3,취병로 659-10
4.21304E+18,신림면 신림리 770-3,치악로 58-22
4.21304E+18,판부면 금대리 835-2,치악로 999-68
4.21303E+18,소초면 교항리 170-6,치악로 3230-5
4.21301E+18,태장동 718,치악로 2006-3
4.21301E+18,태장동 333,치악로 2230
4.21301E+18,단구동 224,치악로 1692
4.21301E+18,단구동 192-1,치악로 1626-19
4.21303E+18,호저면 산현리 624,칠봉로 497
4.21303E+18,호저면 산현리 216,칠봉로 339
4.21303E+18,호저면 용곡리 322-8,칠봉로 840-74
4.21303E+18,호저면 주산리 992-12,칠봉로 109-128
4.21303E+18,호저면 주산리 992-12,칠봉로 109-127
4.21301E+18,행구동 1765-2,행구로 182
4.21301E+18,행구동 1552-1,행구로 267-25
4.21301E+18,행구동 1356-27,행구로 326-40
4.21301E+18,봉산동 865-18,행구로 127-1
4.21301E+18,태장동 897-23,현충로 144-11
4.21301E+18,태장동 888-11,현충로 140-2
4.21303E+18,호저면 고산리 159-12,호저로 1163-7
4.21303E+18,호저면 고산리 148,호저로 1277-7
4.21303E+18,소초면 흥양리 310,황골로 455-3
4.21303E+18,소초면 흥양리 308,황골로 442-9
4.21303E+18,소초면 흥양리 94-4,황골로 442-38
4.21303E+18,지정면 월송리 218,신평석화로 346-20
4.21304E+18,귀래면 운남리 966-4,부귀로 1955
4.21304E+18,귀래면 운남리 966-4,부귀로 1955
4.21304E+18,귀래면 운남리 966-4,부귀로 1955
4.21304E+18,흥업면 매지리 1059-2,북원로 1243
4.21304E+18,귀래면 운계리 679-2,북원로 349
4.21303E+18,소초면 장양리 1310,북원로 2955
4.21301E+18,무실동 1060-2,북원로 1931
4.21301E+18,무실동 1019-9,북원로 1891
4.21304E+18,신림면 성남리 158-8,성남로 58-1
4.21303E+18,문막읍 반계리 2273-8,반산1로 24
4.21303E+18,문막읍 반계리 2255-7,반산2로 98
4.21301E+18,단계동 1173-2,봉화서부로 22-2
4.21301E+18,반곡동 1963-19,혁신로 301-15
4.21301E+18,반곡동 1860-8,혁신로 5
4.21301E+18,반곡동 1816-2,배울로 215
4.21303E+18,지정면 신평리 1057,기업도시로 125
4.21303E+18,지정면 가곡리 1344-5,무릉로 39
4.21303E+18,지정면 가곡리 1344-4,무릉로 43
4.21303E+18,지정면 가곡리 1512,신지정로 250
4.21303E+18,지정면 가곡리 1501,신지정로 300
4.21303E+18,지정면 가곡리 1501,신지정로 300
4.21303E+18,지정면 가곡리 1370-5,신지정로 201-3
4.21303E+18,지정면 가곡리 1349-2,신지정로 172
4.21303E+18,지정면 가곡리 1405-3,신지정로 167-2
4.21303E+18,지정면 가곡리 1405-2,신지정로 167-1
4.21303E+18,지정면 가곡리 1381-1,신지정로 191-1
4.21303E+18,지정면 가곡리 1370-2,신지정로 201-1
4.21303E+18,지정면 가곡리 1364-2,신지정로 205-2
4.21303E+18,지정면 가곡리 1576-17,신평로 115-11
4.21301E+18,반곡동 1413-14,반곡초교로 84
4.21303E+18,지정면 가곡리 769,가곡새말길 16
4.21303E+18,지정면 가곡리 729,가곡새말길 59
4.21303E+18,호저면 만종리 436,감박산길 66
4.21303E+18,호저면 만종리 432-2,감박산길 84
4.21303E+18,소초면 수암리 1504,갓바우길 101-9
4.21301E+18,봉산동 779-11,개륜1길 50-44
4.21301E+18,봉산동 737-1,개륜1길 104
4.21303E+18,호저면 광격리 433,고산동막길 162-18
4.21304E+18,귀래면 귀래리 81-5,곰네미길 23-14
4.21301E+18,단구동 643-1,관후길 24-1
4.21303E+18,호저면 광격리 285-2,광격샘골길 54-34
4.21303E+18,문막읍 궁촌리 619-17,궁말길 32-58
4.21304E+18,귀래면 귀래리 285,귀운길 217-4
4.21304E+18,귀래면 운계리 427,까치락길 56
4.21304E+18,귀래면 운계리 427,까치락길 56
4.21301E+18,행구동 59-2,꽃밭머리길 13-1
4.21301E+18,행구동 692-7,끝에담길 39
4.21301E+18,원동 310-13,남산로48번길 42-7
4.21301E+18,개운동 350-16,남원로602번길 24
4.21304E+18,판부면 서곡리 508,내남송길 19-3
4.21304E+18,판부면 서곡리 330-11,내남송길 96-10
4.21304E+18,판부면 서곡리 330-11,내남송길 96-10
4.21304E+18,판부면 서곡리 142,내남송길 103
4.21304E+18,판부면 서곡리 925,내도매길 102-4
4.21304E+18,판부면 서곡리 1187-33,내동막길 35-24
4.21303E+18,소초면 흥양리 295-22,대왕고개길 47
4.21303E+18,소초면 흥양리 293-52,대왕고개길 51-10
4.21301E+18,행구동 451,덕성길 46-14
4.21301E+18,개운동 386-25,도말리길 61
4.21303E+18,문막읍 건등리 178-75,동건길 123-117
4.21303E+18,문막읍 건등리 179-8,동건길 91-10
4.21303E+18,문막읍 건등리 178-76,동건길 123-115
4.21303E+18,문막읍 건등리 175-1,동건길 91-13
4.21303E+18,문막읍 건등리 167,동건길 103-10
4.21303E+18,문막읍 동화리 670-9,동건길 39
4.21303E+18,문막읍 동화리 632-11,동건길 123-55
4.21303E+18,문막읍 동화리 190-1,동화골길 93-10
4.21301E+18,무실동 1499-5,둔전길 177-3
4.21303E+18,호저면 옥산리 167-1,마근거리길 99
4.21304E+18,신림면 신림리 95,마지동길 79-8
4.21303E+18,호저면 주산리 662-1,막골길 81-9
4.21303E+18,문막읍 궁촌리 1002-5,만디길 31
4.21303E+18,문막읍 건등리 18-12,명봉산길 134-31
4.21303E+18,문막읍 건등리 73-1,명봉산길 127
4.21303E+18,소초면 학곡리 856,무쇠점1길 12-3
4.21304E+18,흥업면 매지리 405-21,무수막1길 5
4.21304E+18,신림면 성남리 198-3,무시정길 11-43
4.21301E+18,무실동 137-4,무실밤골길 87
4.21303E+18,문막읍 반계리 2242,문막공단길 128
4.21303E+18,문막읍 반계리 2236-6,문막공단길 187
4.21303E+18,문막읍 반계리 5-29,문막공단길 216
4.21303E+18,문막읍 취병리 17-10,문막공단길 276-2
4.21304E+18,귀래면 운계리 1244-3,미륵산길 18
4.21304E+18,흥업면 매지리 992-1,미촌길 27-8
4.21304E+18,흥업면 매지리 968-3,미촌길 43
4.21301E+18,반곡동 1617,반곡길 142
4.21301E+18,반곡동 1585-12,반곡길 87
4.21304E+18,신림면 구학리 452-2,방학동길 188-22
4.21304E+18,귀래면 운남리 331,배골길 15
4.21303E+18,소초면 학곡리 112,백교안길 54
4.21304E+18,판부면 서곡리 998,백운정길 1-36
4.21301E+18,봉산동 233,번재길 388-1
4.21303E+18,문막읍 반계리 1752-8,벌무내기길 73-5
4.21303E+18,문막읍 반계리 663-1,벌무내기길 14-23
4.21303E+18,호저면 고산리 560-7,병골길 63
4.21303E+18,지정면 보통리 400-12,보통안길 71-5
4.21301E+18,반곡동 307-8,봉대길 41-1
4.21301E+18,반곡동 248-8,봉대길 33-24
4.21304E+18,흥업면 사제리 73-1,봉현길 118-14
4.21301E+18,단계동 77-52,북원로2425번길 25-53
4.21301E+18,우산동 243-7,북원로2475번길 46
4.21304E+18,부론면 단강리 240-1,사기막길 103-43
4.21303E+18,문막읍 반계리 862,사자골길 314
4.21303E+18,문막읍 비두리 1818-1,사흥길 2-39
4.21303E+18,소초면 흥양리 820-8,상초구길 37-70
4.21304E+18,부론면 손곡리 86-4,서지길 90
4.21301E+18,행구동 638-3,서천담길 12-3
4.21303E+18,문막읍 건등리 1063-44,석지1길 282
4.21304E+18,신림면 구학리 137,선학길 100
4.21301E+18,관설동 426-1,섭재길 91-3
4.21301E+18,반곡동 663-4,섭재삼보길 191
4.21301E+18,반곡동 605-15,섭재삼보길 160-17
4.21301E+18,반곡동 551-7,섭재삼보길 236-1
4.21304E+18,신림면 황둔리 601,소야2길 30
4.21303E+18,소초면 흥양리 1181-30,송황유사길 92
4.21303E+18,소초면 수암리 1312-3,수래울길 86-1
4.21304E+18,흥업면 사제리 1660,수루니길 40
4.21304E+18,흥업면 대안리 700-4,승안동길 146-6
4.21304E+18,흥업면 대안리 664-40,승안동길 146-67
4.21304E+18,흥업면 대안리 386,승안동길 69
4.21303E+18,소초면 수암리 650-8,신양선녀길 306-1
4.21304E+18,판부면 서곡리 541,안담길 27-2
4.21304E+18,신림면 신림리 830,역골길 91-26
4.21304E+18,신림면 용암리 83-3,연봉정길 48-18
4.21304E+18,신림면 용암리 59-5,연봉정길 134-8
4.21301E+18,행구동 1658-16,영랑길 99-7
4.21301E+18,행구동 1488-6,영랑길 140
4.21303E+18,호저면 광격리 1124-12,영산길 18-53
4.21304E+18,판부면 금대리 405-12,영원산성길 171
4.21301E+18,단구동 1721,오성마을길 63-25
4.21301E+18,단구동 1721,오성마을길 63-25
4.21301E+18,단구동 1711,오성마을길 63-30
4.21303E+18,지정면 간현리 273,오얏길 26
4.21303E+18,지정면 가곡리 838-33,요대길 24-15
4.21304E+18,흥업면 사제리 1377-1,요동길 40
4.21304E+18,판부면 서곡리 2030-5,용수골길 380-6
4.21304E+18,판부면 서곡리 875-48,용수골길 126-2
4.21301E+18,우산동 739-2,우무개1길 30-1
4.21301E+18,봉산동 902-208,우물시장길 68-5
4.21304E+18,귀래면 운계리 612-7,운계다둔길 20-1
4.21304E+18,귀래면 운계리 610-2,운계다둔길 20
4.21304E+18,귀래면 운계리 147,운계다둔길 113-52
4.21304E+18,귀래면 운남리 1244-6,운남길 111
4.21304E+18,귀래면 운남리 1244,운남길 115
4.21304E+18,귀래면 운남리 302-6,운남길 199
4.21303E+18,호저면 만종리 645-3,운동들1길 18-4
4.21303E+18,호저면 만종리 1081-6,운동들2길 32-4
4.21303E+18,문막읍 건등리 854-2,원평길 43-7
4.21303E+18,문막읍 건등리 391-1,원평길 100-25
4.21301E+18,일산동 234-8,일산초교길 53
4.21303E+18,지정면 보통리 300-6,작압길 80-77
4.21301E+18,태장동 1969-5,장전길 96
4.21301E+18,가현동 695-3,저금어지길 311-22
4.21301E+18,가현동 664,저금어지길 330
4.21301E+18,학성동 517,정지길 195-13
4.21304E+18,귀래면 주포리 275-4,주포안말길 20-10
4.21303E+18,호저면 만종리 807-1,중부동2길 36-1
4.21301E+18,무실동 721-21,지니기길 99-20
4.21301E+18,무실동 708-9,지니기길 11-20
4.21304E+18,귀래면 용암리 512-1,지둔길 6
4.21304E+18,귀래면 용암리 387,지둔길 90-2
4.21303E+18,문막읍 문막리 206,천마산길 34
4.21304E+18,신림면 황둔리 137-5,청룡샘말길 47-15
4.21304E+18,판부면 서곡리 8-11,취실길 46-4
4.21303E+18,소초면 학곡리 299,칠송윗길 101-13
4.21301E+18,관설동 654-7,판부신촌길 29-3
4.21304E+18,흥업면 사제리 1295,팔포길 56
4.21304E+18,부론면 정산리 558,학고개길 75
4.21304E+18,부론면 정산리 558,학고개길 75
4.21304E+18,부론면 정산리 558,학고개길 75
4.21304E+18,부론면 정산리 477,학고개길 75
4.21304E+18,부론면 정산리 477,학고개길 75
4.21304E+18,부론면 정산리 477,학고개길 75
4.21301E+18,학성동 1029-1,학성길 33-6
4.21301E+18,무실동 1115-1,행가리1길 4-2
4.21301E+18,행구동 774-2,행구덕현길 81-15
4.21301E+18,태장동 689-10,현충로58번길 12
4.21303E+18,호저면 주산리 1457-7,호저문화1길 39-1
4.21303E+18,호저면 주산리 1442-8,호저문화2길 14-4
4.21304E+18,신림면 금창리 52-1,흑천길 71-14
4.21301E+18,태장동 1054-51,흥양로18번길 19-47
4.21301E+18,태장동 2793,흥양로51번길 40
4.21303E+18,호저면 주산리 1297,호매곡1길 201-23
4.21304E+18,흥업면 대안리 779-42,대안천길 52-9
4.21304E+18,흥업면 대안리 779-31,대안천길 52-8
4.21301E+18,반곡동 1954-1,금두길 1
4.21301E+18,반곡동 2038-12,달마중2길 16-1
4.21303E+18,지정면 신평리 1159-33,신평1길 61
4.21303E+18,호저면 매호리 194-6,향산길 145-5
4.21301E+18,반곡동 110-5,뱅이둑길 77-37
4.21303E+18,지정면 가곡리 1441-3,능마루길 4
4.21301E+18,태장동 2802-5,보수골1길 37
4.21303E+18,소초면 의관리 39,둔둔정승골길 28
4.21304E+18,부론면 노림리 1294,장살미길 180-1
4.21304E+18,부론면 노림리 1285,장살미길 181-1
4.21301E+18,단계동 1221,서원대로 35
4.21301E+18,단계동 1221,서원대로 35
4.21301E+18,명륜동 779,서원대로 308-6
4.21304E+18,신림면 황둔리 1596-17,신림황둔로 647-6
4.21304E+18,신림면 황둔리 1596-7,신림황둔로 647-15
4.21304E+18,신림면 황둔리 1543-5,신림황둔로 708-2
4.21304E+18,신림면 황둔리 574-6,신림황둔로 1070-10
4.21304E+18,신림면 신림리 541-5,신림황둔로 39
4.21304E+18,신림면 신림리 217-18,신림황둔로 190
4.21304E+18,신림면 신림리 120-22,신림황둔로 72
4.21303E+18,호저면 광격리 1017-3,광학로 141-1
4.21303E+18,호저면 광격리 561-22,광학로 163-4
4.21301E+18,가현동 260,가현로 186
4.21301E+18,가현동 260,가현로 186
4.21301E+18,개운동 403-22,개운로 81-1
4.21304E+18,부론면 노림리 1297,견훤로 689-38
4.21303E+18,문막읍 후용리 1007,견훤로 1079-27
4.21304E+18,귀래면 귀래리 1788-3,귀문로 638-1
4.21304E+18,판부면 서곡리 635,남원로 272-9
4.21304E+18,판부면 서곡리 618-5,남원로 288-4
4.21304E+18,판부면 서곡리 595-53,남원로 246-1
4.21301E+18,개운동 452-16,남원로 558
4.21301E+18,단구동 701-3,단구로 328
4.21304E+18,흥업면 대안리 941-2,대안로 950
4.21303E+18,소초면 수암리 1603-4,동부순환로 809
4.21301E+18,반곡동 1186-9,동부순환로 33-4
4.21301E+18,행구동 1775-3,동부순환로 338-6
4.21301E+18,행구동 1775-3,동부순환로 338-6
4.21301E+18,행구동 1740,동부순환로 302
4.21303E+18,호저면 매호리 782,매호로 143
4.21304E+18,부론면 법천리 1868,법후로 213-57
4.21303E+18,지정면 보통리 7-17,보통로 577-9
4.21303E+18,문막읍 동화리 57-4,보통로 165
4.21304E+18,부론면 정산리 2061-22,부론로 247
4.21304E+18,부론면 정산리 1599-2,부론로 544
