발생년,발생년월일시,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반,도로형태_대분류,도로형태,당사자종별_1당_대분류,당사자종별_1당,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2020,2020-06-01 22,야,월,1,3,1,2,0,강원,원주시,차대차,기타,기타,과속,단일로,기타단일로,승용차,화물차,1037372,1926433,127.9218866,37.33615837
2020,2020-06-16 15,주,화,1,0,0,0,0,강원,원주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승합차,보행자,1040163.2,1926049.7,127.9533743,37.33258689
2020,2020-06-19 23,야,금,1,0,0,0,0,강원,원주시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,1031043.4,1925844.3,127.8504207,37.33108516
2020,2020-07-01 01,야,수,1,0,0,0,0,강원,원주시,차대사람,차도통행중,차도통행중,과속,단일로,기타단일로,승용차,보행자,1036820,1929201,127.9157928,37.36113024
2020,2020-08-07 12,주,금,1,1,0,1,0,강원,원주시,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,1034061,1909547.9,127.8837371,37.18408633
2020,2020-08-20 09,주,목,1,0,0,0,0,강원,원주시,차량단독,도로이탈,도로이탈 기타,안전운전 의무 불이행,단일로,기타단일로,건설기계,없음,1034136,1910750,127.884637,37.19491924
2020,2020-09-11 19,야,금,1,0,0,0,0,강원,원주시,차대사람,차도통행중,차도통행중,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,1043667.8,1921546.3,127.9926691,37.29183675
2020,2020-09-13 14,주,일,1,0,0,0,0,강원,원주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,보행자,1039902,1931577,127.9507237,37.38241905
2020,2020-09-29 18,야,화,1,0,0,0,0,강원,원주시,차대사람,기타,기타,과속,기타,기타,승용차,보행자,1038077,1933645,127.930216,37.4011359
2020,2020-10-30 09,주,금,1,0,0,0,0,강원,원주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로횡단보도내,건설기계,자전거,1039263,1925409,127.943179,37.32685034
2020,2020-11-07 14,주,토,1,0,0,0,0,강원,원주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,1022357,1913640,127.7520019,37.22132633
2020,2020-11-12 14,주,목,1,3,2,0,1,강원,원주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승합차,1033521,1932591,127.878693,37.39181163
2020,2020-12-02 11,주,수,1,0,0,0,0,강원,원주시,차량단독,전복,전복,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1034638,1908194,127.8901748,37.17186111
2020,2020-12-18 12,주,금,1,1,1,0,0,강원,원주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1047393,1918276,128.0344875,37.26217714
2020,2020-12-23 23,야,수,1,0,0,0,0,강원,원주시,차량단독,공작물충돌,공작물충돌,기타,교차로,교차로내,승용차,없음,1040903.4,1935357.9,127.9622443,37.41645464
2021,2021-01-23 14:00,주,토,1,1,0,0,1,강원,원주시,차량단독,도로이탈,도로이탈 기타,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1026204.7,1914964.4,127.7954182,37.23316421
2021,2021-01-25 9:00,주,월,1,0,0,0,0,강원,원주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,1048603,1917327,128.048071,37.25356082
2021,2021-03-05 7:00,주,금,1,2,1,1,0,강원,원주시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,화물차,1044036,1935014,127.9976237,37.4132112
2021,2021-03-21 10:00,주,일,1,0,0,0,0,강원,원주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1039693,1930760,127.9483192,37.37506393
2021,2021-04-02 5:00,야,금,1,1,1,0,0,강원,원주시,차량단독,공작물충돌,공작물충돌,기타,단일로,기타단일로,화물차,없음,1052051,1914471,128.086751,37.22763166
2021,2021-04-11 16:00,주,일,1,0,0,0,0,강원,원주시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,자전거,없음,1041783.3,1931260.9,127.971956,37.37948697
2021,2021-05-12 17:00,주,수,1,0,0,0,0,강원,원주시,차량단독,전복,전복,안전운전 의무 불이행,기타,기타,농기계,없음,1023714.2,1916210.8,127.7673815,37.24446592
2021,2021-07-02 2:00,야,금,1,1,1,0,0,강원,원주시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,화물차,1040990,1927048,127.9627624,37.34154906
2021,2021-07-22 13:00,주,목,1,2,2,0,0,강원,원주시,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,1045176.1,1937120.7,128.0106357,37.43214486
2021,2021-08-03 11:00,주,화,1,0,0,0,0,강원,원주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승합차,보행자,1041264,1924483,127.965713,37.31841696
2021,2021-08-31 14:00,주,화,1,0,0,0,0,강원,원주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1038040,1927341,127.9294739,37.34431564
2021,2021-09-08 16:00,주,수,1,1,0,1,0,강원,원주시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,농기계,없음,1025781.3,1909981.7,127.7904728,37.188262
2021,2021-09-18 17:00,주,토,1,0,0,0,0,강원,원주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,교량위,화물차,보행자,1021854,1911854,127.7462799,37.20523922
2021,2021-09-29 16:00,주,수,1,2,2,0,0,강원,원주시,차대차,기타,기타,중앙선 침범,단일로,기타단일로,화물차,화물차,1049749.2,1916315.7,128.060928,37.24438482
2021,2021-10-25 22:00,야,월,1,0,0,0,0,강원,원주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내,승용차,없음,1040908,1935357,127.9622962,37.41644633
2021,2021-10-26 15:00,주,화,1,0,0,0,0,강원,원주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,보행자,1039703,1926454,127.9482013,37.3362509
2021,2021-11-09 14:00,주,화,1,0,0,0,0,강원,원주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,교량위,화물차,없음,1031063.1,1932645.4,127.8509284,37.39238763
2021,2021-11-27 6:00,주,토,1,0,0,0,0,강원,원주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1041604.8,1930773.3,127.9699124,37.37509999
2021,2021-11-30 19:00,야,화,1,0,0,0,0,강원,원주시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,1044008.1,1925071.1,127.9967172,37.32359192
2021,2021-12-30 14:00,주,목,1,0,0,0,0,강원,원주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,1040381,1927730,127.9559244,37.34772304
