瘤痢,瘤痢疙,老矫,扁柯(∑C),扁柯 QC敲贰弊,碍荐樊(mm),碍荐樊 QC敲贰弊,浅加(m/s),浅加 QC敲贰弊,浅氢(16规困),浅氢 QC敲贰弊,嚼档(%),嚼档 QC敲贰弊,刘扁拘(hPa),捞浇痢柯档(∑C),泅瘤扁拘(hPa),泅瘤扁拘 QC敲贰弊,秦搁扁拘(hPa),秦搁扁拘 QC敲贰弊,老炼(hr),老炼 QC敲贰弊,老荤(MJ/m2),老荤 QC敲贰弊,利汲(cm),3矫埃脚利汲(cm),傈款樊(10盒困),吝窍摸款樊(10盒困),款屈(款屈距绢),弥历款绊(100m ),矫沥(10m),瘤搁惑怕(瘤搁惑怕内靛),泅惑锅龋(惫郴侥),瘤搁柯档(∑C),瘤搁柯档 QC敲贰弊,5cm 瘤吝柯档(∑C),10cm 瘤吝柯档(∑C),20cm 瘤吝柯档(∑C),30cm 瘤吝柯档(∑C)
114,盔林,2021-07-11,22.8,,,9,0,,0,,94,,26,21.7,992.4,,1009.5,,0,,0,,,,9,9,,6,840,,,23.8,,,,,
114,盔林,2021-07-11,22.9,,0.3,,0.3,,0,,93,,26,21.7,992.9,,1010,,0,,0.06,,,,9,9,,10,615,,,24.5,,,,,
114,盔林,2021-07-11,22.8,,0.2,,0.3,,0,,94,,26,21.7,993.7,,1010.8,,0,,0.06,,,,8,1,,1,526,,,24.3,,,,,
114,盔林,2021-07-11,23.8,,0,,1,,110,,86,,25.3,21.3,993.7,,1010.7,,0,,0.53,,,,7,7,,7,1882,,,27,,,,,
114,盔林,2021-07-11,25.3,,,9,0.1,,0,,79,,25.3,21.3,993.4,,1010.4,,0.1,,0.97,,,,9,9,,6,2000,,,30.1,,,,,
114,盔林,2021-07-11,25.7,,,9,1.4,,290,,78,,25.6,21.5,993.8,,1010.8,,0.1,,0.85,,,,8,8,,5,1866,,,29,,,,,
114,盔林,2021-07-11,26.9,,,9,1.1,,230,,75,,26.4,22,993.8,,1010.7,,0.1,,1.03,,,,9,9,,5,1737,,,32.4,,,,,
114,盔林,2021-07-11,26,,0.6,,1.3,,270,,78,,26.1,21.8,993.3,,1010.2,,0,,0.92,,,,8,6,,5,1793,,,29.3,,,,,
114,盔林,2021-07-11,26.4,,0,,0.3,,0,,77,,26.4,22,992.8,,1009.7,,0.1,,1.08,,,,10,1,,12,1792,,,29.7,,,,,
114,盔林,2021-07-11,25.4,,1.6,,0.9,,290,,83,,26.8,22.2,992.9,,1009.9,,0,,0.31,,,,10,3,,4,1199,,,27.1,,,,,
114,盔林,2021-07-11,23.5,,1.5,,1,,290,,88,,25.3,21.3,993.7,,1010.7,,0,,0.12,,,,10,3,,8,799,,,25.8,,,,,
114,盔林,2021-07-11,22.8,,1.7,,1.8,,230,,88,,24.4,20.7,993.5,,1010.6,,0,,0.32,,,,10,4,,8,1149,,,25.5,,,,,
114,盔林,2021-07-11,23.7,,,9,0.2,,0,,85,,24.9,21,993.3,,1010.3,,0,,0.58,,,,8,1,,36,2000,,,26.2,,,,,
114,盔林,2021-07-11,22.9,,,9,1.2,,200,,88,,24.4,20.7,993.9,,1011,,0,,0.11,,,,10,3,,9,2000,,,24.9,,,,,
114,盔林,2021-07-11,22.8,,0,,0.5,,270,,91,,25.2,21.2,993.6,,1010.7,,0,,0.02,,,,10,2,,29,2000,,,24.2,,,,,
114,盔林,2021-07-11,22.3,,,9,0.2,,0,,92,,24.7,20.9,993.7,,1010.8,,,9,,9,,,9,5,,2,1870,,,23.6,,,,,
114,盔林,2021-07-11,22,,,9,1.4,,20,,93,,24.6,20.8,993.4,,1010.6,,,9,,9,,,6,6,,1,1298,,,22.8,,,,,
114,盔林,2021-07-11,21.8,,,9,0.1,,0,,94,,24.4,20.7,993.2,,1010.4,,,9,,9,,,2,2,,1,703,,,22.4,,,,,
114,盔林,2021-07-12,21.7,,,9,0.1,,0,,95,,24.6,20.8,993.3,,1010.5,,,9,,9,,,2,2,,,515,,,22.5,,,,,
114,盔林,2021-07-12,21.6,,,,0.4,,0,,94,,24.1,20.5,993.4,,1010.6,,,9,,9,,,4,4,,1,486,,,22.8,,,,,
114,盔林,2021-07-12,21.6,,,,0.4,,0,,94,,24.1,20.5,993.5,,1010.7,,,9,,9,,,5,5,,2,574,,,22.7,,,,,
114,盔林,2021-07-12,21.5,,,,0.4,,0,,93,,23.8,20.3,993.4,,1010.6,,,9,,9,,,6,6,,1,705,,,22.6,,,,,
114,盔林,2021-07-12,21.5,,,,1,,20,,94,,24,20.4,994.1,,1011.3,,,9,,9,,,7,7,,1,509,,,22.7,,,,,
114,盔林,2021-07-12,21.5,,,,0,,0,,95,,24.3,20.6,994.6,,1011.8,,,9,,9,,,7,7,,,450,,,22.9,,,,,
114,盔林,2021-07-12,21.3,,,,0.4,,0,,94,,23.7,20.2,994.6,,1011.8,,0,,0.01,,,,4,4,,,397,,,23,,,,,
114,盔林,2021-07-12,21.9,,,,0.6,,50,,93,,24.4,20.7,995,,1012.2,,0,,0.2,,,,2,2,,1,506,,,24.1,,,,,
114,盔林,2021-07-12,23.6,,,,0.7,,290,,84,,24.4,20.7,994.6,,1011.6,,0.7,,0.95,,,,2,2,,2,965,,,27.6,,,,,
114,盔林,2021-07-12,25.3,,,,0.7,,360,,78,,25,21.1,994.6,,1011.6,,1,,1.85,,,,2,2,,3,1381,,,31.5,,,,,
114,盔林,2021-07-12,26.3,,,,1.4,,50,,75,,25.6,21.5,994.4,,1011.3,,1,,2.46,,,,6,0,,,1280,,,34.7,,,,,
114,盔林,2021-07-12,27.9,,,,1.4,,360,,65,,24.4,20.7,994,,1010.8,,0.9,,2.7,,,,5,1,,8,1754,,,33.8,,,,,
114,盔林,2021-07-12,28.7,,,,1.1,,320,,62,,24.3,20.6,993.9,,1010.6,,0.7,,2.64,,,,6,3,,8,1974,,,34.7,,,,,
114,盔林,2021-07-12,30,,,,0.9,,290,,58,,24.6,20.8,993.5,,1010.2,,0.9,,2.96,,,,6,3,,9,1999,,,36.6,,,,,
114,盔林,2021-07-12,30.5,,,,1.7,,270,,55,,24,20.4,993.5,,1010.2,,0.8,,2.85,,,,4,3,,,2000,,,37.7,,,,,
114,盔林,2021-07-12,31.3,,,,0.9,,340,,52,,23.7,20.2,992.8,,1009.4,,1,,3.01,,,,4,1,,14,1981,,,39.3,,,,,
114,盔林,2021-07-12,31.2,,,,1.1,,250,,50,,22.7,19.5,992.3,,1008.9,,1,,2.52,,,,0,0,,,2000,,,36.1,,,,,
114,盔林,2021-07-12,31.7,,,,1.1,,340,,51,,23.8,20.3,992,,1008.6,,1,,1.86,,,,4,0,,,2000,,,31,,,,,
114,盔林,2021-07-12,30.5,,,,1.2,,270,,56,,24.4,20.7,991.7,,1008.4,,0.8,,0.84,,,,6,0,,,2000,,,29.1,,,,,
114,盔林,2021-07-12,29.8,,,,0.8,,270,,59,,24.7,20.9,991.7,,1008.4,,0.5,,0.39,,,,6,0,,,2000,,,27.8,,,,,
114,盔林,2021-07-12,27.5,,,,1,,90,,73,,26.8,22.2,992.2,,1009,,0,,0.03,,,,5,0,,,2000,,,26.5,,,,,
114,盔林,2021-07-12,26.2,,,,0.5,,90,,76,,25.8,21.6,992.5,,1009.4,,,9,,9,,,7,0,,,1975,,,25.6,,,,,
114,盔林,2021-07-12,25.7,,,,0.5,,110,,78,,25.6,21.5,992.5,,1009.5,,,9,,9,,,6,0,,,1995,,,25,,,,,
114,盔林,2021-07-12,25.4,,,,0.1,,0,,80,,25.8,21.6,992.6,,1009.6,,,9,,9,,,8,0,,,1993,,,24.7,,,,,
114,盔林,2021-07-13,25,,,,0.6,,90,,81,,25.6,21.5,993,,1010,,,9,,9,,,8,0,,,1909,,,24.5,,,,,
114,盔林,2021-07-13,24.6,,,,0.2,,0,,85,,26.3,21.9,992.9,,1009.8,,,9,,9,,,7,0,,,1533,,,24.3,,,,,
114,盔林,2021-07-13,24.3,,,,0,,0,,86,,26.1,21.8,992.8,,1009.7,,,9,,9,,,6,0,,,1693,,,24,,,,,
114,盔林,2021-07-13,23.8,,,,0.5,,50,,91,,26.8,22.2,992.6,,1009.6,,,9,,9,,,7,0,,,897,,,23.7,,,,,
114,盔林,2021-07-13,23.7,,,,0.2,,0,,91,,26.6,22.1,992.9,,1009.9,,,9,,9,,,7,2,,9,965,,,23.8,,,,,
114,盔林,2021-07-13,24,,,,0.3,,0,,88,,26.1,21.8,993.4,,1010.4,,,9,,9,,,5,5,,8,1367,,,24.4,,,,,
114,盔林,2021-07-13,23.9,,,,0.2,,0,,89,,26.3,21.9,993.1,,1010.1,,0,,0.01,,,,5,5,,7,1188,,,24.4,,,,,
114,盔林,2021-07-13,24.5,,,,0.8,,50,,87,,26.6,22.1,993.3,,1010.2,,0.2,,0.22,,,,2,2,,,1094,,,25.1,,,,,
114,盔林,2021-07-13,25.4,,,,1,,50,,82,,26.4,22,993.6,,1010.6,,0.7,,0.78,,,,6,0,,,1290,,,27.6,,,,,
114,盔林,2021-07-13,27.8,,,,1.1,,20,,74,,27.6,22.7,993.3,,1010.1,,1,,1.62,,,,6,0,,,1425,,,32.2,,,,,
114,盔林,2021-07-13,29.2,,,,0.6,,360,,65,,26.3,21.9,993.2,,1009.9,,1,,2.44,,,,5,0,,,1745,,,35.8,,,,,
114,盔林,2021-07-13,31,,,,1.1,,50,,57,,25.5,21.4,993.1,,1009.8,,1,,2.71,,,,6,0,,,1967,,,37.4,,,,,
114,盔林,2021-07-13,31.8,,,,1.5,,270,,53,,24.9,21,992.8,,1009.4,,1,,3.33,,,,7,2,,12,1877,,,41.2,,,,,
114,盔林,2021-07-13,31.8,,,,1.2,,340,,55,,25.8,21.6,992.5,,1009.1,,0.9,,2.67,,,,6,3,,11,2000,,,37,,,,,
114,盔林,2021-07-13,33.1,,,,2.1,,270,,51,,25.8,21.6,992.4,,1008.9,,0.9,,2.93,,,,5,2,,,1812,,,40.3,,,,,
114,盔林,2021-07-13,33.2,,,,1.7,,290,,51,,25.8,21.6,992,,1008.5,,1,,3.16,,,,4,1,,,1998,,,40.5,,,,,
114,盔林,2021-07-13,33.4,,,,1.5,,230,,50,,25.6,21.5,991.6,,1008.1,,1,,2.6,,,,4,0,,,1981,,,37.3,,,,,
114,盔林,2021-07-13,33.5,,,,1.9,,320,,51,,26.3,21.9,991.9,,1008.4,,1,,2.08,,,,5,1,,16,2000,,,33.6,,,,,
114,盔林,2021-07-13,32.1,,,,2.2,,320,,57,,27.2,22.5,992.1,,1008.7,,0.9,,0.94,,,,3,3,,15,2000,,,31.1,,,,,
114,盔林,2021-07-13,30.9,,,,1.4,,270,,60,,26.8,22.2,992.4,,1009.1,,0.5,,0.4,,,,6,0,,,2000,,,29.4,,,,,
114,盔林,2021-07-13,30,,,,0.3,,0,,63,,26.6,22.1,992.6,,1009.3,,0,,0.04,,,,6,5,,16,2000,,,28.3,,,,,
114,盔林,2021-07-13,28.3,,,,0.5,,140,,73,,27.9,22.9,993.1,,1009.9,,,9,,9,,,7,0,,,2000,,,27.2,,,,,
114,盔林,2021-07-13,27.7,,,,0.3,,0,,75,,27.7,22.8,993.9,,1010.7,,,9,,9,,,7,2,,11,2000,,,27,,,,,
114,盔林,2021-07-13,26.7,,,,0.7,,90,,77,,26.9,22.3,994,,1010.9,,,9,,9,,,7,1,,,2000,,,26.1,,,,,
114,盔林,2021-07-14,26.2,,,,0.3,,0,,79,,26.8,22.2,994.3,,1011.2,,,9,,9,,,7,0,,,2000,,,25.6,,,,,
114,盔林,2021-07-14,25.9,,,,0.8,,110,,77,,25.6,21.5,994.3,,1011.3,,,9,,9,,,7,2,,16,2000,,,25.3,,,,,
114,盔林,2021-07-14,25.6,,,,0.4,,0,,86,,28.1,23,994.6,,1011.6,,,9,,9,,,6,4,,14,1402,,,25.3,,,,,
114,盔林,2021-07-14,25.2,,,,0.2,,0,,87,,27.7,22.8,994.7,,1011.7,,,9,,9,,,5,2,,16,1341,,,25,,,,,
114,盔林,2021-07-14,24.9,,,,0.5,,20,,87,,27.2,22.5,994.8,,1011.9,,,9,,9,,,5,5,,65,779,,,24.7,,,,,
114,盔林,2021-07-14,24.4,,,,0,,0,,90,,27.4,22.6,995.2,,1012.2,,,9,,9,,,3,3,,15,1139,,,24.3,,,,,
114,盔林,2021-07-14,24.7,,,,0.3,,0,,88,,27.2,22.5,995.7,,1012.8,,0,,0.02,,,,6,4,,10,1355,,,25.1,,,,,
114,盔林,2021-07-14,25.9,,,,0.2,,0,,83,,27.6,22.7,996,,1013,,0.6,,0.43,,,,3,3,,10,1496,,,26.9,,,,,
114,盔林,2021-07-14,26.6,,,,0.2,,0,,78,,27.1,22.4,996.2,,1013.2,,0.3,,0.68,,,,4,4,,9,1402,,,28.6,,,,,
114,盔林,2021-07-14,29.1,,,,0.4,,0,,69,,27.7,22.8,995.8,,1012.5,,0.8,,1.73,,,,6,1,,13,1602,,,34.5,,,,,
114,盔林,2021-07-14,29.9,,,,0.7,,200,,60,,25.2,21.2,995.3,,1012.1,,1,,2.41,,,,5,1,,9,2000,,,36.6,,,,,
114,盔林,2021-07-14,31.6,,,,2.6,,320,,53,,24.6,20.8,995.2,,1011.9,,0.9,,2.86,,,,6,2,,11,2000,,,39.8,,,,,
114,盔林,2021-07-14,32.2,,,,1.6,,250,,51,,24.4,20.7,995.4,,1012,,1,,3.47,,,,6,1,,14,2000,,,41.5,,,,,
114,盔林,2021-07-14,32.5,,,,1.7,,180,,47,,22.9,19.7,995,,1011.6,,1,,3.44,,,,6,1,,19,2000,,,43.4,,,,,
114,盔林,2021-07-14,31.9,,,,2.5,,230,,56,,26.4,22,994.9,,1011.5,,1,,3.4,,,,6,1,,16,2000,,,44.4,,,,,
114,盔林,2021-07-14,33.1,,,,1.9,,230,,49,,24.7,20.9,994.6,,1011.2,,1,,3.09,,,,5,1,,14,2000,,,44.5,,,,,
114,盔林,2021-07-14,33.1,,,,1.2,,290,,48,,24.3,20.6,994.2,,1010.8,,1,,2.5,,,,3,0,,,2000,,,39,,,,,
114,盔林,2021-07-14,32.9,,,,1.4,,250,,49,,24.4,20.7,994.2,,1010.8,,1,,1.86,,,,3,0,,,2000,,,34,,,,,
114,盔林,2021-07-14,31.4,,,,1.3,,270,,58,,26.6,22.1,994.3,,1011,,1,,1.1,,,,2,2,,64,2000,,,31.5,,,,,
114,盔林,2021-07-14,30.7,,,,1,,230,,61,,26.9,22.3,994.2,,1010.9,,0.7,,0.36,,,,2,0,,,2000,,,29.8,,,,,
114,盔林,2021-07-14,29.6,,,,1.1,,230,,63,,26.1,21.8,994.5,,1011.2,,0,,0.02,,,,4,0,,,2000,,,28.4,,,,,
114,盔林,2021-07-14,28,,,,0.5,,110,,74,,27.9,22.9,994.9,,1011.7,,,9,,9,,,4,0,,,2000,,,27.5,,,,,
114,盔林,2021-07-14,27.5,,,,0.2,,0,,76,,27.7,22.8,995.6,,1012.5,,,9,,9,,,7,0,,,2000,,,26.9,,,,,
114,盔林,2021-07-14,27.4,,,,0.9,,90,,76,,27.6,22.7,996.4,,1013.3,,,9,,9,,,8,5,,14,2000,,,27.3,,,,,
114,盔林,2021-07-15,27.6,,,,0.1,,0,,75,,27.6,22.7,996.8,,1013.7,,,9,,9,,,7,7,,,2000,,,27.3,,,,,
114,盔林,2021-07-15,26.9,,,,0.4,,0,,77,,27.2,22.5,996.7,,1013.6,,,9,,9,,,8,3,,13,2000,,,26.6,,,,,
114,盔林,2021-07-15,26.8,,,,0.7,,20,,80,,28.1,23,997.1,,1014,,,9,,9,,,8,4,,13,1848,,,26.5,,,,,
114,盔林,2021-07-15,26.1,,,,0.7,,20,,84,,28.3,23.1,997.1,,1014.1,,,9,,9,,,7,5,,10,2000,,,26.4,,,,,
114,盔林,2021-07-15,26,,,,0.4,,0,,85,,28.4,23.2,997,,1014,,,9,,9,,,7,7,,10,2000,,,26.2,,,,,
114,盔林,2021-07-15,25.8,,0,,0.9,,20,,86,,28.4,23.2,996.9,,1013.9,,,9,,9,,,5,5,,9,2000,,,26.2,,,,,
114,盔林,2021-07-15,25.8,,,9,0.2,,0,,84,,27.7,22.8,997.4,,1014.4,,0,,0.01,,,,7,6,,9,2000,,,26.2,,,,,
114,盔林,2021-07-15,26.4,,,9,0.6,,340,,83,,28.4,23.2,997.5,,1014.5,,0.2,,0.31,,,,7,4,,62,2000,,,27.5,,,,,
114,盔林,2021-07-15,26.7,,,9,0.6,,320,,81,,28.3,23.1,998,,1015,,0.2,,0.61,,,,7,7,,63,1979,,,28.9,,,,,
114,盔林,2021-07-15,28,,,9,0.6,,140,,75,,28.3,23.1,998,,1014.9,,0.6,,1.09,,,,7,1,,,1979,,,32.9,,,,,
114,盔林,2021-07-15,30.1,,,9,0.8,,110,,64,,27.2,22.5,997.8,,1014.6,,1,,2.54,,,,6,0,,,1938,,,38.7,,,,,
114,盔林,2021-07-15,32.4,,,9,1.5,,320,,56,,27.1,22.4,997.7,,1014.4,,1,,3.16,,,,7,2,,9,1923,,,43,,,,,
114,盔林,2021-07-15,30.9,,,9,1.6,,320,,61,,27.1,22.4,997.4,,1014.1,,0.2,,1.2,,,,6,6,,10,2000,,,34,,,,,
114,盔林,2021-07-15,27.7,,0,,3,,200,,71,,26.3,21.9,997.5,,1014.4,,0,,0.48,,,,7,4,,11,1993,,,30.6,,,,,
114,盔林,2021-07-15,25.2,,2.8,,1,,110,,86,,27.4,22.6,997.3,,1014.4,,0,,0.3,,,,10,3,,14,826,,,27.7,,,,,
114,盔林,2021-07-15,26.5,,0.2,,0.5,,90,,87,,30,24.1,997.6,,1014.6,,0,,0.3,,,,10,1,,46,2000,,,29.1,,,,,
114,盔林,2021-07-15,28.2,,0,,2.6,,140,,63,,24,20.4,997.2,,1014,,0.5,,1.49,,,,10,0,,,2000,,,31.6,,,,,
114,盔林,2021-07-15,27.5,,,9,3,,140,,62,,22.7,19.5,997.9,,1014.8,,0.7,,1.6,,,,8,2,,15,2000,,,28.5,,,,,
114,盔林,2021-07-15,27.6,,,9,2.3,,20,,67,,24.7,20.9,997,,1013.9,,0.3,,0.48,,,,7,1,,44,2000,,,27.3,,,,,
114,盔林,2021-07-15,26.6,,,9,0.7,,270,,69,,24,20.4,998.1,,1015.1,,0,,0.11,,,,4,3,,,2000,,,25.9,,,,,
114,盔林,2021-07-15,25.4,,,9,1.1,,140,,75,,24.3,20.6,997.5,,1014.6,,0,,0,,,,2,0,,,2000,,,24.8,,,,,
114,盔林,2021-07-15,25.1,,,9,0.7,,180,,74,,23.5,20.1,997.5,,1014.6,,,9,,9,,,0,0,,,2000,,,24.3,,,,,
114,盔林,2021-07-15,24.5,,,9,1.7,,290,,83,,25.5,21.4,997.9,,1014.9,,,9,,9,,,1,0,,,2000,,,23.8,,,,,
114,盔林,2021-07-15,24.1,,,9,0.2,,0,,83,,24.9,21,998.5,,1015.5,,,9,,9,,,2,0,,,2000,,,23.6,,,,,
114,盔林,2021-07-16,23.5,,,9,0.3,,0,,83,,24,20.4,999.2,,1016.3,,,9,,9,,,0,0,,,2000,,,23.3,,,,,
114,盔林,2021-07-16,22.8,,,,0.8,,110,,82,,22.7,19.5,998.8,,1016,,,9,,9,,,5,0,,,2000,,,22.7,,,,,
114,盔林,2021-07-16,22.8,,,,0.9,,20,,88,,24.4,20.7,998.7,,1015.9,,,9,,9,,,5,1,,,1983,,,22.8,,,,,
114,盔林,2021-07-16,22.5,,,,0.2,,0,,90,,24.4,20.7,999,,1016.2,,,9,,9,,,5,0,,,1983,,,22.6,,,,,
114,盔林,2021-07-16,22.3,,,,0.3,,0,,89,,23.8,20.3,999.2,,1016.4,,,9,,9,,,4,0,,,2000,,,22.4,,,,,
114,盔林,2021-07-16,22.2,,,,0.1,,0,,89,,23.7,20.2,999.6,,1016.8,,,9,,9,,,5,0,,,2000,,,22.3,,,,,
114,盔林,2021-07-16,22.1,,,,0,,0,,91,,24.1,20.5,999.6,,1016.9,,0.1,,0.03,,,,0,0,,,1978,,,22.6,,,,,
114,盔林,2021-07-16,23.6,,,,0.2,,0,,83,,24.1,20.5,999.7,,1016.8,,1,,0.46,,,,1,0,,,2000,,,24.1,,,,,
114,盔林,2021-07-16,24.8,,,,0.6,,50,,77,,24,20.4,999.6,,1016.8,,1,,1.14,,,,1,0,,,2000,,,28.7,,,,,
114,盔林,2021-07-16,27.4,,,,0.5,,50,,68,,24.7,20.9,999.1,,1016,,1,,1.86,,,,0,0,,,2000,,,33.2,,,,,
114,盔林,2021-07-16,28.6,,,,0.7,,320,,63,,24.6,20.8,998.3,,1015.1,,1,,2.51,,,,,,,,2000,,,36.3,,,,,
114,盔林,2021-07-16,30.1,,,,1.1,,20,,59,,25,21.1,997.6,,1014.4,,1,,3.01,,,,0,0,,,1654,,,39,,,,,
114,盔林,2021-07-16,31.5,,,,0.9,,360,,54,,24.9,21,997,,1013.7,,1,,3.33,,,,4,0,,,1973,,,41.6,,,,,
114,盔林,2021-07-16,31.7,,,,1.6,,230,,55,,25.6,21.5,996.6,,1013.3,,1,,3.39,,,,6,0,,,1982,,,43.6,,,,,
114,盔林,2021-07-16,32.8,,,,1.3,,320,,52,,25.8,21.6,996.1,,1012.7,,1,,3.12,,,,7,4,,13,1952,,,43.4,,,,,
114,盔林,2021-07-16,29.4,,0,,2.6,,140,,70,,28.6,23.3,996.2,,1012.9,,0.1,,0.92,,,,8,2,,17,1735,,,34,,,,,
114,盔林,2021-07-16,26.7,,0.1,,0.7,,230,,70,,24.4,20.7,995.9,,1012.8,,0,,0.45,,,,8,2,,8,2000,,,29.3,,,,,
114,盔林,2021-07-16,27,,0,,1.2,,110,,73,,26,21.7,995.6,,1012.5,,0,,0.49,,,,8,5,,20,2000,,,29.8,,,,,
114,盔林,2021-07-16,27.8,,,9,1.1,,110,,66,,24.6,20.8,995.5,,1012.3,,0.2,,0.6,,,,10,2,,21,2000,,,28.6,,,,,
114,盔林,2021-07-16,27.1,,,9,1,,110,,74,,26.4,22,996.2,,1013.1,,0.1,,0.2,,,,9,0,,,2000,,,27.4,,,,,
114,盔林,2021-07-16,25.7,,1.7,,0.8,,250,,84,,27.6,22.7,996.4,,1013.4,,0,,0.01,,,,10,2,,16,2000,,,26.2,,,,,
114,盔林,2021-07-16,25.7,,,9,0.6,,320,,86,,28.3,23.1,997.2,,1014.2,,,9,,9,,,8,0,,,2000,,,25.7,,,,,
114,盔林,2021-07-16,24.6,,,9,0.1,,0,,88,,27.1,22.4,997.8,,1014.8,,,9,,9,,,8,0,,,2000,,,25.1,,,,,
114,盔林,2021-07-16,24.3,,,9,0.1,,0,,87,,26.3,21.9,997.7,,1014.7,,,9,,9,,,8,0,,,2000,,,24.7,,,,,
114,盔林,2021-07-17,23.9,,,9,0.8,,90,,87,,25.6,21.5,997.4,,1014.4,,,9,,9,,,7,6,,,1975,,,24.6,,,,,
114,盔林,2021-07-17,23.3,,,,0.2,,0,,87,,24.9,21,997.1,,1014.2,,,9,,9,,,7,0,,,2000,,,23.6,,,,,
114,盔林,2021-07-17,22.6,,,,1,,90,,87,,23.8,20.3,997.1,,1014.3,,,9,,9,,,7,0,,,1631,,,23,,,,,
114,盔林,2021-07-17,22.4,,,,0.3,,0,,84,,22.7,19.5,996.8,,1014,,,9,,9,,,6,0,,,1951,,,22.6,,,,,
114,盔林,2021-07-17,22.2,,,,0.2,,0,,90,,24,20.4,996.9,,1014.1,,,9,,9,,,6,1,,2,1322,,,22.4,,,,,
114,盔林,2021-07-17,21.9,,,,0.7,,20,,90,,23.5,20.1,996.9,,1014.1,,,9,,9,,,4,2,,28,1400,,,22.3,,,,,
114,盔林,2021-07-17,22.1,,,,0.5,,20,,90,,23.8,20.3,996.9,,1014.1,,0,,0.01,,,,9,1,,2,1356,,,23.1,,,,,
114,盔林,2021-07-17,23.3,,,,1.1,,50,,79,,22.5,19.4,996.7,,1013.8,,0.7,,0.59,,,,9,5,,23,1965,,,25,,,,,
114,盔林,2021-07-17,23.4,,,,0.7,,320,,77,,22.1,19.1,996.3,,1013.4,,0.8,,0.98,,,,6,6,,23,2000,,,27.1,,,,,
114,盔林,2021-07-17,25.5,,,,0.1,,0,,68,,22.1,19.1,996.4,,1013.4,,0.3,,1.24,,,,7,7,,23,1953,,,29.8,,,,,
114,盔林,2021-07-17,27.1,,,,0.5,,340,,64,,22.8,19.6,996,,1012.9,,0.1,,0.96,,,,9,1,,12,1985,,,32.4,,,,,
114,盔林,2021-07-17,28.9,,,,1.5,,70,,56,,22.2,19.2,995.9,,1012.7,,0.8,,2.44,,,,8,2,,14,2000,,,34.4,,,,,
114,盔林,2021-07-17,30.5,,,,1.6,,140,,50,,21.7,18.8,995.4,,1012.1,,0.6,,2.88,,,,9,5,,41,2000,,,39.9,,,,,
114,盔林,2021-07-17,30.7,,,,1.2,,20,,50,,22,19,994.9,,1011.6,,0.9,,3.1,,,,7,5,,14,2000,,,39.7,,,,,
114,盔林,2021-07-17,31,,,,1.5,,160,,49,,22,19,994.5,,1011.2,,0.8,,2.85,,,,9,2,,23,2000,,,42.3,,,,,
114,盔林,2021-07-17,30.6,,,,2,,160,,51,,22.4,19.3,993.9,,1010.6,,0.8,,2.64,,,,7,2,,25,2000,,,38.2,,,,,
114,盔林,2021-07-17,31.6,,,,2.2,,180,,49,,22.7,19.5,993.7,,1010.3,,0.7,,2.17,,,,8,1,,15,2000,,,38.4,,,,,
114,盔林,2021-07-17,29.8,,,,0.9,,160,,54,,22.5,19.4,993.5,,1010.2,,0.6,,1.52,,,,7,4,,22,2000,,,32.8,,,,,
114,盔林,2021-07-17,29.8,,,,1.7,,140,,54,,22.5,19.4,993.3,,1010,,0.1,,0.55,,,,6,4,,28,2000,,,29.9,,,,,
114,盔林,2021-07-17,29.5,,,,1.9,,180,,56,,22.9,19.7,993.7,,1010.4,,0.5,,0.26,,,,5,1,,14,2000,,,28,,,,,
114,盔林,2021-07-17,28.6,,,,1.6,,180,,58,,22.7,19.5,994.2,,1011,,0.4,,0.07,,,,5,1,,,2000,,,26.4,,,,,
114,盔林,2021-07-17,27.8,,,,1.1,,110,,61,,22.7,19.5,995,,1011.8,,,9,,9,,,3,0,,,2000,,,25.6,,,,,
114,盔林,2021-07-17,27.2,,,,1.2,,90,,65,,23.4,20,995.5,,1012.4,,,9,,9,,,9,4,,40,2000,,,25.5,,,,,
114,盔林,2021-07-17,26.3,,,,1.6,,20,,73,,24.9,21,995.6,,1012.6,,,9,,9,,,7,6,,47,2000,,,25,,,,,
114,盔林,2021-07-18,25.2,,,,0.2,,0,,80,,25.5,21.4,995.5,,1012.5,,,9,,9,,,3,3,,,2000,,,24.6,,,,,
114,盔林,2021-07-18,25.5,,,,0.5,,90,,73,,23.7,20.2,995.4,,1012.4,,,9,,9,,,4,0,,,2000,,,24.1,,,,,
114,盔林,2021-07-18,25,,,,0.8,,20,,78,,24.6,20.8,995.4,,1012.5,,,9,,9,,,4,0,,,2000,,,23.7,,,,,
114,盔林,2021-07-18,23.6,,,,1.2,,20,,85,,24.7,20.9,995.4,,1012.4,,,9,,9,,,5,0,,,2000,,,23.3,,,,,
114,盔林,2021-07-18,23.1,,,,0.1,,0,,87,,24.6,20.8,995.2,,1012.3,,,9,,9,,,5,0,,,2000,,,23.1,,,,,
114,盔林,2021-07-18,22.8,,,,0.2,,0,,87,,24.1,20.5,995.3,,1012.4,,,9,,9,,,3,0,,,2000,,,22.7,,,,,
114,盔林,2021-07-18,22.6,,,,0.2,,0,,87,,23.8,20.3,995.7,,1012.8,,0.1,,0.03,,,,3,0,,,2000,,,22.8,,,,,
114,盔林,2021-07-18,23.9,,,,0.8,,50,,79,,23.4,20,995.6,,1012.6,,0.9,,0.48,,,,3,0,,,2000,,,24.2,,,,,
